Reference vector (1/18): 0.9965845, 0.082579345
1/100: weights=[0.64714986 1.3528502 ], train_loss=[1.886674  2.0196874], train_acc=[0.33758333 0.299125  ], test_loss=[1.8804067 2.0031583], test_acc=[0.3363  0.30795]
70/100: weights=[0.9840306 1.0159694], train_loss=[0.49597648 0.58472085], train_acc=[0.83908333 0.80621667], test_loss=[0.49170378 0.5878775 ], test_acc=[0.8395 0.8082]
72/100: weights=[0.9044672 1.0955328], train_loss=[0.4933492  0.57874393], train_acc=[0.84051667 0.80774167], test_loss=[0.48976296 0.58317405], test_acc=[0.84055 0.8095 ]
74/100: weights=[0.53387904 1.466121  ], train_loss=[0.4886978 0.5769282], train_acc=[0.841675 0.808275], test_loss=[0.48445407 0.5816302 ], test_acc=[0.8423 0.8102]
76/100: weights=[1.1936349 0.8063652], train_loss=[0.4854352 0.5742666], train_acc=[0.84216667 0.80870833], test_loss=[0.48228633 0.5767835 ], test_acc=[0.84285 0.8105 ]
78/100: weights=[0.15902874 1.8409712 ], train_loss=[0.48115543 0.566228  ], train_acc=[0.84324167 0.81136667], test_loss=[0.4793428  0.56953806], test_acc=[0.84325 0.81395]
80/100: weights=[0.5079536 1.4920465], train_loss=[0.4788288  0.56147677], train_acc=[0.844775   0.81280833], test_loss=[0.47663662 0.56456167], test_acc=[0.8439 0.8131]
82/100: weights=[1.2235116 0.7764885], train_loss=[0.4774291  0.55989057], train_acc=[0.84494167 0.813925  ], test_loss=[0.4745266 0.562271 ], test_acc=[0.8462  0.81345]
84/100: weights=[0.7912085 1.2087915], train_loss=[0.47001287 0.55991113], train_acc=[0.84701667 0.814     ], test_loss=[0.47020862 0.5664881 ], test_acc=[0.84625 0.81555]
86/100: weights=[0.82573956 1.1742604 ], train_loss=[0.46580294 0.55020064], train_acc=[0.84875    0.81754167], test_loss=[0.46422425 0.5580675 ], test_acc=[0.84885 0.81675]
88/100: weights=[1.5817631  0.41823682], train_loss=[0.463474  0.5429835], train_acc=[0.84914167 0.81984167], test_loss=[0.46391147 0.5494964 ], test_acc=[0.84875 0.81915]
90/100: weights=[0.4390887 1.5609113], train_loss=[0.45771027 0.5426157 ], train_acc=[0.851275 0.818375], test_loss=[0.45753226 0.5446892 ], test_acc=[0.8514  0.82095]
92/100: weights=[0.41536796 1.584632  ], train_loss=[0.45575327 0.5387194 ], train_acc=[0.85170833 0.8199    ], test_loss=[0.45555204 0.54208773], test_acc=[0.851   0.82045]
94/100: weights=[0.955714 1.044286], train_loss=[0.45463362 0.5351462 ], train_acc=[0.852575 0.821975], test_loss=[0.45445967 0.53929466], test_acc=[0.85265 0.82305]
96/100: weights=[1.090147   0.90985304], train_loss=[0.44961822 0.53322417], train_acc=[0.85385833 0.82211667], test_loss=[0.449872  0.5363268], test_acc=[0.85225 0.82215]
98/100: weights=[0.8201319 1.1798681], train_loss=[0.44817185 0.5242608 ], train_acc=[0.8542     0.82571667], test_loss=[0.44844216 0.5301023 ], test_acc=[0.85385 0.8247 ]
100/100: weights=[0.9675015 1.0324985], train_loss=[0.44585636 0.5248655 ], train_acc=[0.85483333 0.82465833], test_loss=[0.44697073 0.53109497], test_acc=[0.85275 0.8236 ]
Reference vector (13/18): 0.47594738, 0.87947375
1/100: weights=[0.99790317 1.0020969 ], train_loss=[1.9517994 1.9585645], train_acc=[0.32773333 0.31355   ], test_loss=[1.949247  1.9591839], test_acc=[0.33085 0.31515]
2/100: weights=[1.4805832  0.51941675], train_loss=[1.5937593 1.64613  ], train_acc=[0.46499167 0.429625  ], test_loss=[1.5839026 1.6420518], test_acc=[0.4704  0.43785]
4/100: weights=[1.2680115 0.7319886], train_loss=[1.3020949 1.3900071], train_acc=[0.563875   0.52664167], test_loss=[1.2916906 1.3792932], test_acc=[0.57105 0.53245]
6/100: weights=[1.1327552  0.86724484], train_loss=[1.1601881 1.2409272], train_acc=[0.61383333 0.57955   ], test_loss=[1.1489917 1.224653 ], test_acc=[0.6197  0.58575]
8/100: weights=[1.7261094 0.2738906], train_loss=[1.0606691 1.1442184], train_acc=[0.65043333 0.614475  ], test_loss=[1.0499502 1.1268854], test_acc=[0.65665 0.62185]
10/100: weights=[1.0939949  0.90600514], train_loss=[0.9876406 1.0639762], train_acc=[0.67530833 0.6426    ], test_loss=[0.9772484 1.0483768], test_acc=[0.68105 0.6494 ]
12/100: weights=[0.5964889 1.4035112], train_loss=[0.9230681 1.0104958], train_acc=[0.69821667 0.65945   ], test_loss=[0.91202354 0.99092436], test_acc=[0.7023  0.66725]
14/100: weights=[1.3655167  0.63448334], train_loss=[0.87387997 0.965723  ], train_acc=[0.71368333 0.674625  ], test_loss=[0.85988843 0.9486655 ], test_acc=[0.72205 0.6808 ]
16/100: weights=[1.0507991  0.94920087], train_loss=[0.8319269 0.9248649], train_acc=[0.72893333 0.689     ], test_loss=[0.8182088 0.9086507], test_acc=[0.7346 0.6939]
18/100: weights=[1.6208371 0.3791629], train_loss=[0.7945157 0.8872016], train_acc=[0.742025 0.7031  ], test_loss=[0.7825325  0.87061477], test_acc=[0.74475 0.7111 ]
20/100: weights=[0.74814993 1.2518501 ], train_loss=[0.75701725 0.8562854 ], train_acc=[0.75350833 0.71321667], test_loss=[0.74555737 0.8397674 ], test_acc=[0.7577 0.7152]
22/100: weights=[0.53481454 1.4651855 ], train_loss=[0.72494155 0.8291266 ], train_acc=[0.7641     0.72225833], test_loss=[0.7138788 0.8149477], test_acc=[0.76785 0.72575]
24/100: weights=[1.2244952  0.77550477], train_loss=[0.70125234 0.80815166], train_acc=[0.77103333 0.728775  ], test_loss=[0.6911984 0.7948814], test_acc=[0.77635 0.73135]
26/100: weights=[0.5345125 1.4654875], train_loss=[0.6786897 0.7873741], train_acc=[0.77969167 0.73620833], test_loss=[0.66898227 0.7731242 ], test_acc=[0.783   0.73915]
28/100: weights=[1.0214287  0.97857124], train_loss=[0.6528906 0.7681008], train_acc=[0.78778333 0.74268333], test_loss=[0.64338475 0.75561124], test_acc=[0.7916  0.74475]
30/100: weights=[0.7974252 1.2025748], train_loss=[0.6373553 0.7595504], train_acc=[0.79220833 0.74583333], test_loss=[0.6273973  0.74874514], test_acc=[0.79675 0.7482 ]
32/100: weights=[1.3503263 0.6496737], train_loss=[0.61974967 0.7376851 ], train_acc=[0.7976   0.753425], test_loss=[0.6105647 0.7244813], test_acc=[0.80115 0.7558 ]
34/100: weights=[1.0570537  0.94294626], train_loss=[0.60457724 0.7237194 ], train_acc=[0.80274167 0.75685   ], test_loss=[0.59512454 0.70963305], test_acc=[0.8051  0.76055]
36/100: weights=[0.8741369 1.1258631], train_loss=[0.5929152  0.70842296], train_acc=[0.80705833 0.76225833], test_loss=[0.58467203 0.69499886], test_acc=[0.8104  0.76465]
38/100: weights=[0.4597024 1.5402976], train_loss=[0.5803481 0.6982911], train_acc=[0.81144167 0.76469167], test_loss=[0.57418984 0.68346834], test_acc=[0.8132  0.76575]
40/100: weights=[0.97853345 1.0214665 ], train_loss=[0.57636577 0.6850004 ], train_acc=[0.81166667 0.77065833], test_loss=[0.5710524 0.6708488], test_acc=[0.81325 0.77285]
42/100: weights=[0.4678609 1.5321391], train_loss=[0.560329   0.67276776], train_acc=[0.81840833 0.774575  ], test_loss=[0.55176383 0.6603843 ], test_acc=[0.82045 0.7766 ]
44/100: weights=[0.8204294 1.1795706], train_loss=[0.5531359 0.6703807], train_acc=[0.820125   0.77531667], test_loss=[0.5449968 0.6583801], test_acc=[0.82235 0.77465]
46/100: weights=[0.89514977 1.1048503 ], train_loss=[0.54643655 0.65692335], train_acc=[0.82193333 0.78074167], test_loss=[0.53925544 0.6460134 ], test_acc=[0.82435 0.7816 ]
48/100: weights=[0.83636916 1.1636308 ], train_loss=[0.53765625 0.64685917], train_acc=[0.82644167 0.78240833], test_loss=[0.53265756 0.63571185], test_acc=[0.8268 0.7828]
50/100: weights=[1.4483696 0.5516304], train_loss=[0.5317599  0.63666415], train_acc=[0.82745833 0.78668333], test_loss=[0.5269969 0.6257926], test_acc=[0.82845 0.7867 ]
52/100: weights=[0.93383855 1.0661615 ], train_loss=[0.5247112 0.6305145], train_acc=[0.8305     0.78901667], test_loss=[0.5182555 0.621179 ], test_acc=[0.83025 0.78845]
54/100: weights=[1.3124781 0.687522 ], train_loss=[0.52308476 0.6259289 ], train_acc=[0.82995833 0.79120833], test_loss=[0.51656157 0.61617684], test_acc=[0.83095 0.792  ]
56/100: weights=[0.97950804 1.020492  ], train_loss=[0.5133819 0.6182741], train_acc=[0.833425   0.79314167], test_loss=[0.50850236 0.6077317 ], test_acc=[0.83205 0.79605]
58/100: weights=[0.86651534 1.1334846 ], train_loss=[0.50683683 0.60973275], train_acc=[0.83613333 0.79598333], test_loss=[0.5007046 0.6001611], test_acc=[0.8349 0.7955]
60/100: weights=[1.2874479 0.7125521], train_loss=[0.5002605 0.6022299], train_acc=[0.837675   0.79848333], test_loss=[0.4957493  0.59270334], test_acc=[0.838  0.7984]
62/100: weights=[1.215311   0.78468895], train_loss=[0.49534065 0.5993526 ], train_acc=[0.83903333 0.79938333], test_loss=[0.48858947 0.58986616], test_acc=[0.8398 0.8012]
64/100: weights=[0.7795159 1.220484 ], train_loss=[0.49078926 0.5957586 ], train_acc=[0.84143333 0.801025  ], test_loss=[0.48466784 0.58943206], test_acc=[0.84065 0.8022 ]
66/100: weights=[0.5074803 1.4925197], train_loss=[0.48641786 0.58807945], train_acc=[0.842125   0.80405833], test_loss=[0.4804649  0.58158344], test_acc=[0.8421 0.8045]
68/100: weights=[0.9069223 1.0930778], train_loss=[0.4823928 0.5814535], train_acc=[0.84475833 0.80625833], test_loss=[0.47657502 0.57305706], test_acc=[0.8433  0.80735]
70/100: weights=[1.2112696 0.7887303], train_loss=[0.47768438 0.5754703 ], train_acc=[0.84625    0.80810833], test_loss=[0.4734274 0.5688364], test_acc=[0.8459 0.8104]
72/100: weights=[0.88508487 1.1149151 ], train_loss=[0.47410157 0.5728565 ], train_acc=[0.84726667 0.80825   ], test_loss=[0.4699678 0.5653537], test_acc=[0.84675 0.80935]
74/100: weights=[0.70383126 1.2961688 ], train_loss=[0.46846792 0.56643945], train_acc=[0.84873333 0.811375  ], test_loss=[0.46389642 0.560083  ], test_acc=[0.8487 0.8124]
76/100: weights=[1.1970145 0.8029855], train_loss=[0.46698308 0.5644735 ], train_acc=[0.84860833 0.81191667], test_loss=[0.4617396  0.55989355], test_acc=[0.8501  0.81095]
78/100: weights=[1.5549535  0.44504657], train_loss=[0.4655903 0.5663577], train_acc=[0.848825 0.8111  ], test_loss=[0.46132985 0.5591551 ], test_acc=[0.84965 0.8133 ]
80/100: weights=[0.45249003 1.5475099 ], train_loss=[0.46497628 0.5638165 ], train_acc=[0.85045833 0.811425  ], test_loss=[0.45748255 0.5582817 ], test_acc=[0.8519 0.8108]
82/100: weights=[1.3890903  0.61090976], train_loss=[0.45631692 0.5506011 ], train_acc=[0.852275   0.81693333], test_loss=[0.45192865 0.5462781 ], test_acc=[0.85365 0.81705]
84/100: weights=[1.2820598 0.7179402], train_loss=[0.45323703 0.55343693], train_acc=[0.85380833 0.81538333], test_loss=[0.4492798  0.54875916], test_acc=[0.85575 0.81585]
86/100: weights=[0.89045614 1.1095439 ], train_loss=[0.45333987 0.5444251 ], train_acc=[0.85379167 0.81851667], test_loss=[0.4493415  0.54028344], test_acc=[0.85595 0.81845]
88/100: weights=[1.0153646  0.98463535], train_loss=[0.44905752 0.54075366], train_acc=[0.85530833 0.82109167], test_loss=[0.4455504  0.53833354], test_acc=[0.85425 0.8205 ]
90/100: weights=[1.0527555 0.9472445], train_loss=[0.44513538 0.53656197], train_acc=[0.85654167 0.82161667], test_loss=[0.4399868  0.53442305], test_acc=[0.85695 0.82165]
92/100: weights=[0.68172103 1.318279  ], train_loss=[0.44079837 0.53231084], train_acc=[0.85819167 0.82278333], test_loss=[0.43514282 0.5297149 ], test_acc=[0.85935 0.8219 ]
94/100: weights=[1.2895011 0.7104989], train_loss=[0.44012544 0.53004366], train_acc=[0.85765833 0.823625  ], test_loss=[0.4367442  0.52693164], test_acc=[0.85775 0.82395]
96/100: weights=[1.621471   0.37852892], train_loss=[0.44035852 0.52741003], train_acc=[0.85790833 0.824225  ], test_loss=[0.43476424 0.527751  ], test_acc=[0.86075 0.8236 ]
98/100: weights=[1.0223418  0.97765815], train_loss=[0.43616784 0.5226129 ], train_acc=[0.85929167 0.825975  ], test_loss=[0.43074873 0.5217471 ], test_acc=[0.8611  0.82445]
100/100: weights=[1.1384993  0.86150074], train_loss=[0.43056947 0.51947904], train_acc=[0.860825   0.82718333], test_loss=[0.42781204 0.5182701 ], test_acc=[0.86145 0.82755]
Reference vector (14/18): 0.40169543, 0.91577333
1/100: weights=[0.9338581 1.0661418], train_loss=[1.9733981 2.1612034], train_acc=[0.31610833 0.23188333], test_loss=[1.9735129 2.1560206], test_acc=[0.3172  0.23515]
2/100: weights=[0.8397947 1.1602054], train_loss=[1.7409155 1.9226025], train_acc=[0.42015833 0.330125  ], test_loss=[1.7383734 1.9223429], test_acc=[0.4206 0.3315]
4/100: weights=[1.2191173 0.7808828], train_loss=[1.4802628 1.626418 ], train_acc=[0.50365833 0.43999167], test_loss=[1.4706848 1.6250641], test_acc=[0.50605 0.4396 ]
6/100: weights=[0.7714127 1.2285873], train_loss=[1.2958856 1.4585496], train_acc=[0.56550833 0.49693333], test_loss=[1.2816423 1.4587313], test_acc=[0.5719  0.49305]
8/100: weights=[1.2307712 0.7692288], train_loss=[1.1657231 1.3302424], train_acc=[0.608375 0.54155 ], test_loss=[1.1463988 1.3260895], test_acc=[0.61805 0.5419 ]
10/100: weights=[1.112372 0.887628], train_loss=[1.0737393 1.2301028], train_acc=[0.64040833 0.5774    ], test_loss=[1.053926  1.2234737], test_acc=[0.64645 0.58115]
12/100: weights=[0.9092777 1.0907223], train_loss=[1.0020691 1.152444 ], train_acc=[0.66523333 0.60500833], test_loss=[0.9816869 1.1462332], test_acc=[0.67125 0.60885]
14/100: weights=[1.2011613 0.7988388], train_loss=[0.95239204 1.0900232 ], train_acc=[0.68314167 0.628175  ], test_loss=[0.9332915 1.0804671], test_acc=[0.6884  0.63705]
16/100: weights=[1.0237544 0.9762457], train_loss=[0.90118086 1.0445826 ], train_acc=[0.70070833 0.64391667], test_loss=[0.885626  1.0326921], test_acc=[0.7034 0.6526]
18/100: weights=[0.9625249 1.0374751], train_loss=[0.86712533 1.0025129 ], train_acc=[0.7133  0.66015], test_loss=[0.85108525 0.988543  ], test_acc=[0.71645 0.66725]
20/100: weights=[0.6307231 1.3692769], train_loss=[0.838709   0.97304636], train_acc=[0.72275    0.67163333], test_loss=[0.8225718  0.95609605], test_acc=[0.72655 0.6756 ]
22/100: weights=[0.73783386 1.2621661 ], train_loss=[0.80759716 0.9388177 ], train_acc=[0.73455    0.68470833], test_loss=[0.79116553 0.9257602 ], test_acc=[0.739  0.6901]
24/100: weights=[1.0669602  0.93303984], train_loss=[0.7802341  0.90815955], train_acc=[0.74409167 0.693425  ], test_loss=[0.7645657 0.8937238], test_acc=[0.7451  0.69805]
26/100: weights=[0.8917098 1.1082902], train_loss=[0.76308906 0.8857556 ], train_acc=[0.74976667 0.702275  ], test_loss=[0.7468467  0.87225974], test_acc=[0.7535 0.7082]
28/100: weights=[1.1403692 0.8596308], train_loss=[0.7452907  0.86270624], train_acc=[0.757725   0.70893333], test_loss=[0.7296877 0.8488712], test_acc=[0.7583 0.7127]
30/100: weights=[0.88299966 1.1170003 ], train_loss=[0.72274774 0.84577054], train_acc=[0.76484167 0.71405   ], test_loss=[0.71094555 0.8310803 ], test_acc=[0.7643  0.71795]
32/100: weights=[0.8117185 1.1882815], train_loss=[0.7046755  0.82727486], train_acc=[0.77108333 0.72088333], test_loss=[0.69075114 0.8144634 ], test_acc=[0.77275 0.72625]
34/100: weights=[1.0099032 0.9900968], train_loss=[0.6897293  0.81486267], train_acc=[0.77625833 0.72585833], test_loss=[0.6752683  0.80198157], test_acc=[0.778   0.72955]
36/100: weights=[1.0890749  0.91092515], train_loss=[0.67771316 0.8008776 ], train_acc=[0.77939167 0.73119167], test_loss=[0.664497 0.786918], test_acc=[0.7825  0.73475]
38/100: weights=[0.9254696 1.0745304], train_loss=[0.6633315 0.7884861], train_acc=[0.78514167 0.7352    ], test_loss=[0.64988905 0.7754987 ], test_acc=[0.786  0.7391]
40/100: weights=[0.8235045 1.1764954], train_loss=[0.65239346 0.7739734 ], train_acc=[0.78879167 0.74001667], test_loss=[0.6390036  0.75996894], test_acc=[0.7899 0.7456]
42/100: weights=[1.2050022  0.79499775], train_loss=[0.6498058 0.7642359], train_acc=[0.79065833 0.743475  ], test_loss=[0.6391376  0.75123113], test_acc=[0.78975 0.74795]
44/100: weights=[1.0001566  0.99984336], train_loss=[0.6337476 0.7532467], train_acc=[0.7955     0.74640833], test_loss=[0.6214616 0.7386625], test_acc=[0.7964 0.7501]
46/100: weights=[1.2617837 0.7382163], train_loss=[0.62238747 0.74000394], train_acc=[0.799575   0.75059167], test_loss=[0.61104983 0.7269047 ], test_acc=[0.79985 0.754  ]
48/100: weights=[1.2135382 0.7864618], train_loss=[0.6126034 0.731807 ], train_acc=[0.80226667 0.75393333], test_loss=[0.6016191 0.7177295], test_acc=[0.801  0.7581]
50/100: weights=[0.85616076 1.1438392 ], train_loss=[0.60745996 0.7231996 ], train_acc=[0.80365    0.75615833], test_loss=[0.59674865 0.7101844 ], test_acc=[0.8048  0.76045]
52/100: weights=[1.607075 0.392925], train_loss=[0.605101 0.71458 ], train_acc=[0.80505  0.759675], test_loss=[0.59272367 0.7017635 ], test_acc=[0.80435 0.7643 ]
54/100: weights=[0.38741452 1.6125854 ], train_loss=[0.5892821  0.70555973], train_acc=[0.8097     0.76403333], test_loss=[0.5793895 0.6916754], test_acc=[0.8099  0.76915]
56/100: weights=[0.5153024 1.4846976], train_loss=[0.580204  0.6991665], train_acc=[0.8126   0.765275], test_loss=[0.5710535  0.68630505], test_acc=[0.81325 0.7699 ]
58/100: weights=[1.1055785 0.8944214], train_loss=[0.5738441 0.6901025], train_acc=[0.81394167 0.76908333], test_loss=[0.56443024 0.6775001 ], test_acc=[0.81485 0.77405]
60/100: weights=[1.417657   0.58234304], train_loss=[0.56698453 0.6827731 ], train_acc=[0.81664167 0.77138333], test_loss=[0.558391   0.67003083], test_acc=[0.81785 0.776  ]
62/100: weights=[1.0773978 0.9226022], train_loss=[0.5632237  0.67923814], train_acc=[0.817625   0.77246667], test_loss=[0.55527914 0.6662073 ], test_acc=[0.81755 0.776  ]
64/100: weights=[0.8171287 1.1828712], train_loss=[0.55591094 0.6687329 ], train_acc=[0.820875   0.77611667], test_loss=[0.5474623  0.65585494], test_acc=[0.8215  0.78195]
66/100: weights=[0.49376076 1.5062393 ], train_loss=[0.55185163 0.6804756 ], train_acc=[0.82218333 0.77056667], test_loss=[0.5438987  0.66885066], test_acc=[0.821   0.77115]
68/100: weights=[1.2123171  0.78768295], train_loss=[0.5485498  0.66047573], train_acc=[0.82400833 0.778975  ], test_loss=[0.54024965 0.64888155], test_acc=[0.82375 0.78395]
70/100: weights=[0.8548094 1.1451906], train_loss=[0.5404812 0.6504396], train_acc=[0.82579167 0.78226667], test_loss=[0.5336821 0.6389525], test_acc=[0.826  0.7879]
72/100: weights=[0.63010305 1.3698969 ], train_loss=[0.5346715 0.6477816], train_acc=[0.82705    0.78345833], test_loss=[0.52599543 0.6348468 ], test_acc=[0.8279  0.78895]
74/100: weights=[1.2209015 0.7790985], train_loss=[0.5313495 0.6416605], train_acc=[0.828325   0.78614167], test_loss=[0.52282304 0.631455  ], test_acc=[0.8294  0.79205]
76/100: weights=[0.8840105 1.1159894], train_loss=[0.5257004 0.6343651], train_acc=[0.830125   0.78799167], test_loss=[0.51785755 0.6238231 ], test_acc=[0.83225 0.79245]
78/100: weights=[0.62067914 1.3793209 ], train_loss=[0.52019024 0.63167   ], train_acc=[0.8327  0.78835], test_loss=[0.5130213 0.6208165], test_acc=[0.83265 0.7933 ]
80/100: weights=[1.0082129  0.99178714], train_loss=[0.51792073 0.62467235], train_acc=[0.8329     0.79111667], test_loss=[0.5126505  0.61441207], test_acc=[0.8318 0.7955]
82/100: weights=[1.0974928  0.90250725], train_loss=[0.5134417 0.6198018], train_acc=[0.834875 0.7936  ], test_loss=[0.505312  0.6100168], test_acc=[0.83705 0.79785]
84/100: weights=[1.5300727 0.4699273], train_loss=[0.51300204 0.61622655], train_acc=[0.834525   0.79414167], test_loss=[0.5068542 0.6048776], test_acc=[0.83575 0.7989 ]
86/100: weights=[1.1078687 0.8921313], train_loss=[0.51076794 0.61349493], train_acc=[0.835625   0.79476667], test_loss=[0.5045779 0.6027423], test_acc=[0.8376  0.79885]
88/100: weights=[0.7247382 1.2752618], train_loss=[0.5011554 0.6100234], train_acc=[0.83823333 0.79594167], test_loss=[0.49598184 0.60049886], test_acc=[0.8405  0.79825]
90/100: weights=[0.8110115 1.1889884], train_loss=[0.50033456 0.6046879 ], train_acc=[0.83933333 0.798125  ], test_loss=[0.49390745 0.5936204 ], test_acc=[0.8411 0.8017]
92/100: weights=[0.6334355 1.3665645], train_loss=[0.49290478 0.60072   ], train_acc=[0.84140833 0.79973333], test_loss=[0.4887207 0.5913502], test_acc=[0.84215 0.803  ]
94/100: weights=[1.1837839 0.8162161], train_loss=[0.49222183 0.5977753 ], train_acc=[0.84148333 0.79995   ], test_loss=[0.4892342 0.587546 ], test_acc=[0.841  0.8035]
96/100: weights=[0.8788374 1.1211627], train_loss=[0.48896644 0.5910078 ], train_acc=[0.84273333 0.803075  ], test_loss=[0.48290998 0.5818232 ], test_acc=[0.8448  0.80575]
98/100: weights=[1.0467149 0.9532851], train_loss=[0.48563853 0.591255  ], train_acc=[0.84376667 0.802025  ], test_loss=[0.4799123 0.5809013], test_acc=[0.8452  0.80405]
100/100: weights=[1.1486146 0.8513854], train_loss=[0.4802154  0.58631504], train_acc=[0.84563333 0.80435   ], test_loss=[0.47658628 0.5760532 ], test_acc=[0.84635 0.80695]
Reference vector (15/18): 0.32469946, 0.94581723
1/100: weights=[0.98775 1.01225], train_loss=[1.5461366 1.7221507], train_acc=[0.4756     0.40358333], test_loss=[1.5333241 1.7241033], test_acc=[0.48125 0.4077 ]
2/100: weights=[1.2366558  0.76334417], train_loss=[1.3120143 1.4866142], train_acc=[0.554425 0.488175], test_loss=[1.2978338 1.4843531], test_acc=[0.5622  0.49245]
4/100: weights=[0.8640791 1.1359209], train_loss=[1.112798  1.2351941], train_acc=[0.6249   0.576475], test_loss=[1.1000024 1.2256746], test_acc=[0.62805 0.58145]
6/100: weights=[1.0929545  0.90704554], train_loss=[0.98577756 1.0933347 ], train_acc=[0.671975 0.626325], test_loss=[0.97063905 1.0789138 ], test_acc=[0.67775 0.6376 ]
8/100: weights=[0.5885133 1.4114867], train_loss=[0.906546   0.99585146], train_acc=[0.69955833 0.66215833], test_loss=[0.8891098 0.9831891], test_acc=[0.70625 0.67045]
10/100: weights=[0.90860826 1.0913917 ], train_loss=[0.84722936 0.9292225 ], train_acc=[0.72143333 0.68565   ], test_loss=[0.82847375 0.9163617 ], test_acc=[0.72855 0.69395]
12/100: weights=[1.3384002  0.66159976], train_loss=[0.80045253 0.8814923 ], train_acc=[0.73740833 0.70309167], test_loss=[0.78304166 0.86956304], test_acc=[0.744   0.71255]
14/100: weights=[0.9101494 1.0898505], train_loss=[0.77018046 0.8460074 ], train_acc=[0.748225   0.71575833], test_loss=[0.7531788  0.83419126], test_acc=[0.75365 0.72415]
16/100: weights=[0.74733955 1.2526605 ], train_loss=[0.73760283 0.8129592 ], train_acc=[0.76136667 0.72610833], test_loss=[0.7215726 0.798054 ], test_acc=[0.7626  0.73355]
18/100: weights=[0.54673624 1.4532638 ], train_loss=[0.7067477  0.78663766], train_acc=[0.77125    0.73631667], test_loss=[0.69091666 0.77175164], test_acc=[0.77495 0.74315]
20/100: weights=[0.67974627 1.3202537 ], train_loss=[0.68700176 0.76077884], train_acc=[0.7781     0.74493333], test_loss=[0.6681736  0.74994254], test_acc=[0.7822  0.75315]
22/100: weights=[0.95221233 1.0477877 ], train_loss=[0.6679662 0.7456797], train_acc=[0.78391667 0.749925  ], test_loss=[0.65236634 0.73559916], test_acc=[0.7896  0.75495]
24/100: weights=[0.7932958 1.2067041], train_loss=[0.6502973 0.7244281], train_acc=[0.78964167 0.75716667], test_loss=[0.6341712  0.71369326], test_acc=[0.7946 0.7645]
26/100: weights=[1.044954   0.95504606], train_loss=[0.6376585 0.7073826], train_acc=[0.793225   0.76350833], test_loss=[0.6219729  0.69932365], test_acc=[0.79765 0.7693 ]
28/100: weights=[0.6608898 1.3391101], train_loss=[0.6235198 0.693167 ], train_acc=[0.79758333 0.76765833], test_loss=[0.6050243  0.68452173], test_acc=[0.8025 0.773 ]
30/100: weights=[0.62094015 1.3790598 ], train_loss=[0.61644614 0.6846621 ], train_acc=[0.800425   0.77024167], test_loss=[0.59864575 0.67450416], test_acc=[0.8059  0.77685]
32/100: weights=[1.0533538  0.94664615], train_loss=[0.6045108 0.6711805], train_acc=[0.8042     0.77594167], test_loss=[0.5888131 0.6626462], test_acc=[0.80815 0.78205]
34/100: weights=[0.6720042 1.3279958], train_loss=[0.5952793 0.6596857], train_acc=[0.80704167 0.779225  ], test_loss=[0.58101046 0.6510691 ], test_acc=[0.8114  0.78515]
36/100: weights=[0.67210096 1.3278991 ], train_loss=[0.5859619  0.65289545], train_acc=[0.80976667 0.78120833], test_loss=[0.57095945 0.64514506], test_acc=[0.8143  0.78685]
38/100: weights=[0.56522053 1.4347795 ], train_loss=[0.5782588 0.6424687], train_acc=[0.81213333 0.7846    ], test_loss=[0.5636825 0.6346677], test_acc=[0.8166  0.79005]
40/100: weights=[0.73482305 1.2651769 ], train_loss=[0.5674264  0.63498837], train_acc=[0.81586667 0.78725   ], test_loss=[0.549431  0.6299534], test_acc=[0.82005 0.7924 ]
42/100: weights=[1.1150297 0.8849703], train_loss=[0.5599015 0.6254334], train_acc=[0.81830833 0.79070833], test_loss=[0.54362804 0.6192939 ], test_acc=[0.8238 0.7965]
44/100: weights=[1.468514   0.53148603], train_loss=[0.55446744 0.6192044 ], train_acc=[0.820375   0.79250833], test_loss=[0.5383688  0.61340076], test_acc=[0.8232  0.79725]
46/100: weights=[1.1301589  0.86984116], train_loss=[0.5508447  0.61157095], train_acc=[0.821475 0.796275], test_loss=[0.53717774 0.6062711 ], test_acc=[0.82595 0.80065]
48/100: weights=[0.95373565 1.0462644 ], train_loss=[0.54268765 0.60332656], train_acc=[0.82430833 0.799075  ], test_loss=[0.5267644 0.59889  ], test_acc=[0.8277  0.80275]
50/100: weights=[0.9824016 1.0175984], train_loss=[0.5357047 0.5970282], train_acc=[0.82723333 0.80060833], test_loss=[0.5200161  0.59361416], test_acc=[0.83055 0.8059 ]
52/100: weights=[0.9005152 1.0994848], train_loss=[0.52864945 0.58989674], train_acc=[0.828925 0.804325], test_loss=[0.5112167 0.586946 ], test_acc=[0.83145 0.80765]
54/100: weights=[1.8078865  0.19211347], train_loss=[0.52806425 0.5865054 ], train_acc=[0.828875   0.80533333], test_loss=[0.5140915 0.5847233], test_acc=[0.83295 0.8095 ]
56/100: weights=[0.815539 1.184461], train_loss=[0.5217405  0.58207566], train_acc=[0.83045833 0.80608333], test_loss=[0.50768477 0.58082527], test_acc=[0.8342  0.80885]
58/100: weights=[1.3836697  0.61633027], train_loss=[0.5173259  0.57597464], train_acc=[0.833025 0.808425], test_loss=[0.50429577 0.57513523], test_acc=[0.8348 0.812 ]
60/100: weights=[0.4791326 1.5208675], train_loss=[0.51734823 0.57050186], train_acc=[0.8331     0.81024167], test_loss=[0.50154895 0.5674499 ], test_acc=[0.8367  0.81505]
