Reference vector (1/18): 0.9965845, 0.082579345
kappa to 0
kappa to 0
1/100: weights=[1.9617672  0.03823283], train_loss=[2.0726743 2.4476614], train_acc=[0.24523333 0.11563333], test_loss=[2.076632  2.4531908], test_acc=[0.24685 0.1172 ]
68/100: weights=[0.56869906 1.431301  ], train_loss=[0.54919785 0.55094564], train_acc=[0.82123333 0.8141    ], test_loss=[0.5462041 0.5428382], test_acc=[0.8181 0.8184]
70/100: weights=[0.1455501 1.8544499], train_loss=[0.5445842  0.55985695], train_acc=[0.82271667 0.81093333], test_loss=[0.54232913 0.5519667 ], test_acc=[0.8183 0.8138]
72/100: weights=[1.0792347 0.9207652], train_loss=[0.53904873 0.54291457], train_acc=[0.82501667 0.81658333], test_loss=[0.53711784 0.53502274], test_acc=[0.822   0.82015]
74/100: weights=[0.26352304 1.7364769 ], train_loss=[0.53324467 0.5369307 ], train_acc=[0.82684167 0.81880833], test_loss=[0.530644   0.53110224], test_acc=[0.8215 0.823 ]
76/100: weights=[0.24048023 1.7595198 ], train_loss=[0.529007  0.5353589], train_acc=[0.827825 0.8202  ], test_loss=[0.52765334 0.52738696], test_acc=[0.82355 0.82485]
78/100: weights=[0.97261965 1.0273803 ], train_loss=[0.5307718 0.5307233], train_acc=[0.82741667 0.82096667], test_loss=[0.5298218 0.5234888], test_acc=[0.82335 0.8251 ]
80/100: weights=[0.4736724 1.5263276], train_loss=[0.5206326 0.5285716], train_acc=[0.830875   0.82169167], test_loss=[0.5179872  0.51868236], test_acc=[0.82745 0.8252 ]
82/100: weights=[0.70097214 1.2990278 ], train_loss=[0.5157182  0.52255124], train_acc=[0.83248333 0.82351667], test_loss=[0.5141716 0.5156201], test_acc=[0.82885 0.82815]
84/100: weights=[0.23045303 1.769547  ], train_loss=[0.51108885 0.51603574], train_acc=[0.83444167 0.82651667], test_loss=[0.5101496 0.5113898], test_acc=[0.8313 0.8291]
86/100: weights=[0.33468202 1.665318  ], train_loss=[0.50687766 0.514837  ], train_acc=[0.83544167 0.82673333], test_loss=[0.50660115 0.5096518 ], test_acc=[0.8318  0.82895]
88/100: weights=[0.6524221 1.3475779], train_loss=[0.50283873 0.5124552 ], train_acc=[0.836775   0.82810833], test_loss=[0.50217277 0.50907946], test_acc=[0.8335  0.82945]
90/100: weights=[0.9369369 1.063063 ], train_loss=[0.5046983  0.50802463], train_acc=[0.83598333 0.828075  ], test_loss=[0.5068671 0.5007621], test_acc=[0.83095 0.83295]
92/100: weights=[0.37187508 1.628125  ], train_loss=[0.49659336 0.50310636], train_acc=[0.83939167 0.82984167], test_loss=[0.49543193 0.49663293], test_acc=[0.83585 0.8323 ]
94/100: weights=[1.375719  0.6242811], train_loss=[0.49184954 0.5003699 ], train_acc=[0.84015    0.83165833], test_loss=[0.49376312 0.49770594], test_acc=[0.8343 0.8321]
96/100: weights=[0.46784982 1.5321501 ], train_loss=[0.48802266 0.5052985 ], train_acc=[0.84220833 0.82879167], test_loss=[0.48890832 0.4997022 ], test_acc=[0.83675 0.83165]
98/100: weights=[0.375616  1.6243839], train_loss=[0.48481387 0.4955883 ], train_acc=[0.84305  0.833125], test_loss=[0.4854128  0.49106854], test_acc=[0.83835 0.8343 ]
100/100: weights=[0.53964204 1.4603579 ], train_loss=[0.48044905 0.4921266 ], train_acc=[0.84376667 0.8341    ], test_loss=[0.4823549  0.48670506], test_acc=[0.8393 0.8376]
Reference vector (13/18): 0.47594738, 0.87947375
1/100: weights=[0.41737565 1.5826243 ], train_loss=[1.8451009 1.6208838], train_acc=[0.36151667 0.44585833], test_loss=[1.8346118 1.6037291], test_acc=[0.35995 0.44965]
2/100: weights=[0.255375 1.744625], train_loss=[1.5970837 1.369641 ], train_acc=[0.45735833 0.533325  ], test_loss=[1.5819031 1.3514409], test_acc=[0.46085 0.5378 ]
4/100: weights=[0.36782444 1.6321756 ], train_loss=[1.3130571 1.1307282], train_acc=[0.561025   0.61808333], test_loss=[1.2893188 1.1167197], test_acc=[0.56485 0.62415]
6/100: weights=[0.23955353 1.7604464 ], train_loss=[1.1606843 0.9953709], train_acc=[0.61793333 0.66698333], test_loss=[1.1328996  0.98577845], test_acc=[0.62325 0.6679 ]
8/100: weights=[0.6755311 1.3244689], train_loss=[1.0489016 0.8959843], train_acc=[0.65786667 0.69859167], test_loss=[1.0234382  0.88602257], test_acc=[0.6647  0.70025]
10/100: weights=[0.32608876 1.6739112 ], train_loss=[0.96773255 0.8345044 ], train_acc=[0.68485833 0.71911667], test_loss=[0.94378453 0.8263143 ], test_acc=[0.6925  0.72145]
12/100: weights=[0.25876057 1.7412394 ], train_loss=[0.8950679  0.77766705], train_acc=[0.70966667 0.73929167], test_loss=[0.8733612  0.77067107], test_acc=[0.715   0.74075]
14/100: weights=[0.51783437 1.4821657 ], train_loss=[0.8423556 0.7395612], train_acc=[0.72735    0.75256667], test_loss=[0.8243342 0.7342   ], test_acc=[0.7318  0.75515]
16/100: weights=[0.7178573 1.2821428], train_loss=[0.79416966 0.70892316], train_acc=[0.74331667 0.76385   ], test_loss=[0.774938   0.70578593], test_acc=[0.74785 0.76585]
18/100: weights=[0.7086187 1.2913814], train_loss=[0.7600642 0.6851526], train_acc=[0.75453333 0.77020833], test_loss=[0.7422417 0.6800876], test_acc=[0.75955 0.77155]
20/100: weights=[0.4616895 1.5383105], train_loss=[0.7249297 0.6569923], train_acc=[0.76550833 0.78013333], test_loss=[0.70585036 0.6562569 ], test_acc=[0.77105 0.78095]
22/100: weights=[0.24538426 1.7546158 ], train_loss=[0.7007437 0.6450665], train_acc=[0.773375 0.784025], test_loss=[0.68562216 0.6406547 ], test_acc=[0.77755 0.7833 ]
24/100: weights=[0.7807829 1.2192172], train_loss=[0.6786719  0.62295413], train_acc=[0.780025   0.79155833], test_loss=[0.6599089  0.62224996], test_acc=[0.7862  0.79215]
26/100: weights=[0.80412614 1.1958739 ], train_loss=[0.6560625 0.604765 ], train_acc=[0.7867     0.79868333], test_loss=[0.63842845 0.6047572 ], test_acc=[0.79195 0.80005]
28/100: weights=[0.59616685 1.4038332 ], train_loss=[0.6359911 0.5916992], train_acc=[0.79368333 0.80221667], test_loss=[0.61975956 0.5913222 ], test_acc=[0.79755 0.80165]
30/100: weights=[0.55613667 1.4438633 ], train_loss=[0.6185373 0.5800245], train_acc=[0.79949167 0.80645   ], test_loss=[0.60390127 0.58152866], test_acc=[0.80335 0.80425]
32/100: weights=[0.86273825 1.1372617 ], train_loss=[0.60384375 0.57036394], train_acc=[0.80429167 0.81016667], test_loss=[0.58753514 0.57332397], test_acc=[0.80755 0.8108 ]
34/100: weights=[0.47535348 1.5246465 ], train_loss=[0.5921997 0.5609287], train_acc=[0.807475   0.81401667], test_loss=[0.5755898 0.567454 ], test_acc=[0.8117  0.81365]
36/100: weights=[0.42969185 1.5703081 ], train_loss=[0.5757833  0.55895776], train_acc=[0.81358333 0.812625  ], test_loss=[0.5608895  0.55865425], test_acc=[0.8172  0.81305]
38/100: weights=[0.36357102 1.636429  ], train_loss=[0.56807595 0.54825896], train_acc=[0.817175 0.817375], test_loss=[0.552691 0.552991], test_acc=[0.82055 0.81485]
40/100: weights=[0.5500784 1.4499216], train_loss=[0.55539995 0.53524065], train_acc=[0.820575 0.82155 ], test_loss=[0.54099876 0.54058343], test_acc=[0.8237  0.82125]
42/100: weights=[0.27695325 1.7230468 ], train_loss=[0.5461089 0.5338799], train_acc=[0.82381667 0.821875  ], test_loss=[0.5336002  0.54104024], test_acc=[0.8278  0.82165]
44/100: weights=[0.62632644 1.3736736 ], train_loss=[0.5350417 0.5249113], train_acc=[0.82713333 0.82475833], test_loss=[0.52159804 0.53055334], test_acc=[0.8293 0.8253]
46/100: weights=[0.86178213 1.1382178 ], train_loss=[0.52746195 0.5142057 ], train_acc=[0.82935    0.82820833], test_loss=[0.5166918 0.5218901], test_acc=[0.832   0.82865]
48/100: weights=[0.26371923 1.7362808 ], train_loss=[0.52081853 0.5106975 ], train_acc=[0.83219167 0.82943333], test_loss=[0.50719184 0.5162554 ], test_acc=[0.83565 0.82985]
50/100: weights=[0.82722086 1.1727792 ], train_loss=[0.5134563 0.5054163], train_acc=[0.83378333 0.83150833], test_loss=[0.50325644 0.51330763], test_acc=[0.8378  0.83065]
52/100: weights=[0.8713923 1.1286076], train_loss=[0.50509965 0.49584773], train_acc=[0.83714167 0.83415   ], test_loss=[0.49427053 0.5023871 ], test_acc=[0.84055 0.8353 ]
54/100: weights=[0.34268385 1.6573161 ], train_loss=[0.5024295 0.4970727], train_acc=[0.83741667 0.83265833], test_loss=[0.49041218 0.50085264], test_acc=[0.83925 0.83315]
56/100: weights=[0.4129072 1.5870928], train_loss=[0.4956886  0.49052042], train_acc=[0.83995  0.836175], test_loss=[0.48818398 0.4958927 ], test_acc=[0.84135 0.83505]
58/100: weights=[0.33976382 1.6602361 ], train_loss=[0.48844796 0.4842804 ], train_acc=[0.842075   0.83733333], test_loss=[0.48005635 0.48844668], test_acc=[0.8451 0.8396]
60/100: weights=[0.8189817 1.1810182], train_loss=[0.48469546 0.48468852], train_acc=[0.84353333 0.8381    ], test_loss=[0.4750869 0.4942376], test_acc=[0.84515 0.83655]
62/100: weights=[0.61308545 1.3869145 ], train_loss=[0.4789484  0.47140527], train_acc=[0.84551667 0.8423    ], test_loss=[0.47018424 0.47900856], test_acc=[0.8465 0.8429]
64/100: weights=[0.81002426 1.1899757 ], train_loss=[0.47656667 0.46935526], train_acc=[0.84625    0.84409167], test_loss=[0.46582785 0.47782624], test_acc=[0.84685 0.84235]
66/100: weights=[0.6003728 1.3996272], train_loss=[0.47202566 0.4668144 ], train_acc=[0.84790833 0.844725  ], test_loss=[0.46355397 0.47562197], test_acc=[0.8488  0.84335]
68/100: weights=[0.5804056 1.4195944], train_loss=[0.47028297 0.46166033], train_acc=[0.84858333 0.845425  ], test_loss=[0.46084633 0.46864054], test_acc=[0.84895 0.8462 ]
70/100: weights=[0.6369024 1.3630977], train_loss=[0.46255773 0.46175218], train_acc=[0.85035 0.84605], test_loss=[0.4552465 0.4731439], test_acc=[0.85175 0.8446 ]
72/100: weights=[0.48655015 1.5134499 ], train_loss=[0.45964047 0.4545555 ], train_acc=[0.85229167 0.848125  ], test_loss=[0.4539865  0.46178326], test_acc=[0.8534  0.84885]
74/100: weights=[0.7417901 1.25821  ], train_loss=[0.4567798  0.45380253], train_acc=[0.85315833 0.848975  ], test_loss=[0.4502859 0.4660689], test_acc=[0.85345 0.8468 ]
76/100: weights=[0.39197814 1.6080219 ], train_loss=[0.45509648 0.44924635], train_acc=[0.85315833 0.84999167], test_loss=[0.44699398 0.45647553], test_acc=[0.8543  0.84935]
78/100: weights=[0.19988488 1.8001151 ], train_loss=[0.44925636 0.45142078], train_acc=[0.8541     0.84979167], test_loss=[0.4442555 0.4607019], test_acc=[0.85575 0.8486 ]
80/100: weights=[0.6910558 1.3089442], train_loss=[0.44440153 0.44119757], train_acc=[0.85635    0.85289167], test_loss=[0.4394935  0.45011353], test_acc=[0.8566  0.85105]
82/100: weights=[0.3356259 1.6643741], train_loss=[0.44902727 0.46008426], train_acc=[0.85513333 0.84484167], test_loss=[0.4420151  0.46536037], test_acc=[0.85705 0.84455]
84/100: weights=[0.57667404 1.4233259 ], train_loss=[0.44162944 0.4422126 ], train_acc=[0.857775 0.8525  ], test_loss=[0.43850058 0.45216694], test_acc=[0.85755 0.8518 ]
86/100: weights=[0.5284159 1.4715841], train_loss=[0.4417836  0.43730548], train_acc=[0.8572     0.85420833], test_loss=[0.43743092 0.449726  ], test_acc=[0.8577  0.85185]
88/100: weights=[0.53281057 1.4671894 ], train_loss=[0.43424383 0.43227917], train_acc=[0.85965    0.85643333], test_loss=[0.43048343 0.4439441 ], test_acc=[0.8601 0.8546]
90/100: weights=[0.5658767 1.4341233], train_loss=[0.43277174 0.4400127 ], train_acc=[0.86020833 0.85299167], test_loss=[0.4294763  0.44960746], test_acc=[0.85885 0.85255]
92/100: weights=[0.9645773 1.0354227], train_loss=[0.43140396 0.43131262], train_acc=[0.86058333 0.85655833], test_loss=[0.42830673 0.44461462], test_acc=[0.8597 0.8555]
94/100: weights=[0.686669 1.313331], train_loss=[0.42758906 0.42451572], train_acc=[0.861825   0.85830833], test_loss=[0.42436916 0.43830323], test_acc=[0.8611 0.8547]
96/100: weights=[0.42445278 1.5755472 ], train_loss=[0.42644906 0.42382184], train_acc=[0.86221667 0.85888333], test_loss=[0.42490205 0.4339745 ], test_acc=[0.86085 0.8575 ]
98/100: weights=[0.36838686 1.6316131 ], train_loss=[0.42248857 0.420131  ], train_acc=[0.86335  0.860475], test_loss=[0.41986066 0.4353055 ], test_acc=[0.8626 0.8572]
100/100: weights=[0.45002502 1.549975  ], train_loss=[0.4213926 0.4182593], train_acc=[0.86438333 0.860875  ], test_loss=[0.4196634 0.4311619], test_acc=[0.8622 0.8596]
Reference vector (14/18): 0.40169543, 0.91577333
1/100: weights=[0.42505577 1.5749443 ], train_loss=[2.259151  2.0253959], train_acc=[0.19538333 0.29613333], test_loss=[2.2469978 2.0100758], test_acc=[0.2007 0.3055]
2/100: weights=[0.22405654 1.7759435 ], train_loss=[2.1897457 1.7518275], train_acc=[0.24126667 0.40355   ], test_loss=[2.184232  1.7354238], test_acc=[0.2453 0.4155]
4/100: weights=[0.25923228 1.7407677 ], train_loss=[2.0089505 1.4045908], train_acc=[0.32350833 0.52076667], test_loss=[1.9963543 1.3895143], test_acc=[0.3299  0.52655]
6/100: weights=[0.3312604 1.6687396], train_loss=[1.8414553 1.2495912], train_acc=[0.37815833 0.57205833], test_loss=[1.8241928 1.2328573], test_acc=[0.3845 0.5792]
8/100: weights=[0.4410225 1.5589775], train_loss=[1.7023244 1.150026 ], train_acc=[0.42665833 0.60940833], test_loss=[1.6855499 1.1366826], test_acc=[0.43295 0.6166 ]
10/100: weights=[0.32114476 1.6788552 ], train_loss=[1.617447  1.0770371], train_acc=[0.459175   0.63436667], test_loss=[1.5992546 1.0665537], test_acc=[0.466  0.6387]
12/100: weights=[0.11649822 1.8835018 ], train_loss=[1.5175729 1.0186442], train_acc=[0.49868333 0.65448333], test_loss=[1.4952198 1.0096414], test_acc=[0.50685 0.66075]
14/100: weights=[0.32760626 1.6723938 ], train_loss=[1.4447587  0.96810055], train_acc=[0.52533333 0.67108333], test_loss=[1.4194487 0.9608512], test_acc=[0.53285 0.6771 ]
16/100: weights=[0.25175643 1.7482436 ], train_loss=[1.375074   0.91869223], train_acc=[0.548775   0.68885833], test_loss=[1.3532223  0.91368407], test_acc=[0.5548 0.6935]
18/100: weights=[0.38716158 1.6128384 ], train_loss=[1.3234707 0.885201 ], train_acc=[0.56704167 0.69929167], test_loss=[1.3005081 0.8775264], test_acc=[0.57475 0.7044 ]
20/100: weights=[0.18379599 1.8162041 ], train_loss=[1.2680209 0.8456677], train_acc=[0.58653333 0.71396667], test_loss=[1.2463709  0.84021556], test_acc=[0.58925 0.7171 ]
22/100: weights=[0.21433128 1.7856687 ], train_loss=[1.2163557  0.81235176], train_acc=[0.60555  0.724925], test_loss=[1.1943744 0.8081351], test_acc=[0.60855 0.7304 ]
24/100: weights=[0.3978555 1.6021445], train_loss=[1.1610068  0.78376365], train_acc=[0.62516667 0.73451667], test_loss=[1.1397805 0.7800257], test_acc=[0.62905 0.7392 ]
26/100: weights=[0.12083723 1.8791628 ], train_loss=[1.111732   0.75919706], train_acc=[0.64125    0.74344167], test_loss=[1.0918502  0.75636363], test_acc=[0.6427 0.7464]
28/100: weights=[0.12211383 1.8778862 ], train_loss=[1.0686873 0.7353291], train_acc=[0.65549167 0.7506    ], test_loss=[1.0486032 0.7321513], test_acc=[0.65825 0.7551 ]
30/100: weights=[0.44294629 1.5570537 ], train_loss=[1.0281456 0.7134496], train_acc=[0.66905    0.75933333], test_loss=[1.0101846 0.7117274], test_acc=[0.6724  0.76265]
32/100: weights=[0.45617282 1.5438272 ], train_loss=[0.9919722  0.70626664], train_acc=[0.68246667 0.76093333], test_loss=[0.9743299  0.70451033], test_acc=[0.68825 0.7635 ]
34/100: weights=[0.37279445 1.6272055 ], train_loss=[0.9515957 0.6780148], train_acc=[0.69444167 0.77154167], test_loss=[0.9334332  0.67566437], test_acc=[0.6997  0.77365]
36/100: weights=[0.39246073 1.6075393 ], train_loss=[0.9155499 0.6656185], train_acc=[0.70558333 0.775525  ], test_loss=[0.8972344 0.6630607], test_acc=[0.70965 0.77665]
38/100: weights=[0.23671444 1.7632855 ], train_loss=[0.882318  0.6582901], train_acc=[0.71690833 0.77810833], test_loss=[0.8624809 0.6550467], test_acc=[0.7218 0.7797]
40/100: weights=[0.26183388 1.7381661 ], train_loss=[0.8539632 0.6390216], train_acc=[0.72559167 0.78416667], test_loss=[0.83372027 0.6347706 ], test_acc=[0.72905 0.78475]
42/100: weights=[0.30964106 1.690359  ], train_loss=[0.82609683 0.6263479 ], train_acc=[0.7343     0.78933333], test_loss=[0.8063775 0.6229802], test_acc=[0.73805 0.79025]
44/100: weights=[0.53207946 1.4679205 ], train_loss=[0.79982656 0.61637896], train_acc=[0.74251667 0.79244167], test_loss=[0.7801057 0.6119575], test_acc=[0.74605 0.79405]
46/100: weights=[0.6294096 1.3705904], train_loss=[0.7787039  0.60803604], train_acc=[0.74865    0.79486667], test_loss=[0.7590889  0.60438585], test_acc=[0.7531  0.79675]
48/100: weights=[0.5736808 1.4263192], train_loss=[0.7609357 0.6009216], train_acc=[0.7547     0.79773333], test_loss=[0.7404665  0.59801304], test_acc=[0.7597  0.79945]
50/100: weights=[0.48917526 1.5108248 ], train_loss=[0.74185616 0.6030194 ], train_acc=[0.76180833 0.79701667], test_loss=[0.7196317 0.5992871], test_acc=[0.76545 0.79915]
52/100: weights=[0.10812683 1.8918731 ], train_loss=[0.7246276  0.58518296], train_acc=[0.766325   0.80353333], test_loss=[0.70513654 0.5840925 ], test_acc=[0.77005 0.80425]
54/100: weights=[0.002 1.998], train_loss=[0.7133111  0.57957435], train_acc=[0.77046667 0.80434167], test_loss=[0.69148886 0.5747429 ], test_acc=[0.77565 0.8066 ]
56/100: weights=[0.05756684 1.9424331 ], train_loss=[0.6952156 0.5718922], train_acc=[0.77649167 0.806975  ], test_loss=[0.67475027 0.57107586], test_acc=[0.78285 0.80935]
58/100: weights=[0.33349863 1.6665014 ], train_loss=[0.6844952 0.5646576], train_acc=[0.77956667 0.810025  ], test_loss=[0.6602875  0.56003106], test_acc=[0.7861  0.81285]
60/100: weights=[0.25265557 1.7473444 ], train_loss=[0.675562   0.55697143], train_acc=[0.78206667 0.81268333], test_loss=[0.655692  0.5562666], test_acc=[0.78835 0.8156 ]
62/100: weights=[0.23169215 1.7683078 ], train_loss=[0.6611189 0.5512521], train_acc=[0.7864     0.81379167], test_loss=[0.64003146 0.5516963 ], test_acc=[0.79255 0.81585]
64/100: weights=[0.34928766 1.6507124 ], train_loss=[0.6532188 0.5500222], train_acc=[0.78916667 0.81445   ], test_loss=[0.631179   0.54730076], test_acc=[0.79635 0.81755]
66/100: weights=[0.27454206 1.7254579 ], train_loss=[0.64106786 0.5387041 ], train_acc=[0.792925 0.8182  ], test_loss=[0.6201794 0.5367032], test_acc=[0.79805 0.8205 ]
68/100: weights=[0.13127425 1.8687258 ], train_loss=[0.633542   0.54097986], train_acc=[0.79605    0.81646667], test_loss=[0.6107415  0.54070973], test_acc=[0.8017  0.81785]
70/100: weights=[0.2227319 1.777268 ], train_loss=[0.6240659  0.53032094], train_acc=[0.79889167 0.82035   ], test_loss=[0.6015561  0.52898526], test_acc=[0.80445 0.8226 ]
72/100: weights=[0.56887513 1.4311248 ], train_loss=[0.61737484 0.5300751 ], train_acc=[0.80008333 0.821575  ], test_loss=[0.59489596 0.53150123], test_acc=[0.80725 0.82385]
74/100: weights=[0.26421055 1.7357894 ], train_loss=[0.61218065 0.52903837], train_acc=[0.80219167 0.82041667], test_loss=[0.5926467  0.52440995], test_acc=[0.8075 0.8232]
76/100: weights=[0.73447853 1.2655215 ], train_loss=[0.60529053 0.5167153 ], train_acc=[0.80498333 0.824775  ], test_loss=[0.5868475 0.5179425], test_acc=[0.80865 0.82675]
78/100: weights=[0.61813724 1.3818628 ], train_loss=[0.5999222  0.51549715], train_acc=[0.80609167 0.825425  ], test_loss=[0.5786712 0.5154647], test_acc=[0.8127 0.8278]
80/100: weights=[0.31350774 1.6864922 ], train_loss=[0.5936389 0.5088356], train_acc=[0.808425 0.828125], test_loss=[0.57227623 0.50994563], test_acc=[0.8138 0.8294]
82/100: weights=[0.17572916 1.8242708 ], train_loss=[0.58393496 0.5023286 ], train_acc=[0.812    0.830225], test_loss=[0.56468505 0.5035499 ], test_acc=[0.8171  0.83265]
84/100: weights=[0.42291194 1.577088  ], train_loss=[0.57895327 0.5111435 ], train_acc=[0.81314167 0.82595   ], test_loss=[0.55870813 0.5064855 ], test_acc=[0.81905 0.8295 ]
86/100: weights=[0.5251504 1.4748496], train_loss=[0.58035076 0.50450695], train_acc=[0.81311667 0.82888333], test_loss=[0.56226593 0.5056256 ], test_acc=[0.81745 0.82975]
88/100: weights=[0.5912453 1.4087547], train_loss=[0.5713976  0.50425303], train_acc=[0.81583333 0.82855   ], test_loss=[0.5534657 0.5061748], test_acc=[0.81965 0.8303 ]
90/100: weights=[0.54031354 1.4596864 ], train_loss=[0.5641187  0.49766102], train_acc=[0.818225   0.83071667], test_loss=[0.5459015 0.4979336], test_acc=[0.82315 0.83085]
92/100: weights=[0.24405825 1.7559417 ], train_loss=[0.55957794 0.493001  ], train_acc=[0.82013333 0.83425   ], test_loss=[0.54212505 0.4988808 ], test_acc=[0.82525 0.83525]
94/100: weights=[0.3241043 1.6758957], train_loss=[0.55461514 0.4849989 ], train_acc=[0.82095 0.8372 ], test_loss=[0.536584   0.48801664], test_acc=[0.82585 0.8375 ]
96/100: weights=[0.24133903 1.758661  ], train_loss=[0.5510196  0.48176852], train_acc=[0.822175   0.83668333], test_loss=[0.53505194 0.48555946], test_acc=[0.8246  0.83895]
98/100: weights=[0.63254917 1.3674508 ], train_loss=[0.5461962  0.47610298], train_acc=[0.82358333 0.83905   ], test_loss=[0.5303395  0.47983083], test_acc=[0.82695 0.8411 ]
100/100: weights=[0.7135128 1.2864872], train_loss=[0.5416572  0.47491053], train_acc=[0.82548333 0.84020833], test_loss=[0.52521205 0.48115024], test_acc=[0.82815 0.8407 ]
Reference vector (15/18): 0.32469946, 0.94581723
1/100: weights=[0.12662707 1.8733729 ], train_loss=[2.4275491 1.9751748], train_acc=[0.14546667 0.28246667], test_loss=[2.418047  1.9663386], test_acc=[0.1485  0.29345]
2/100: weights=[0.247332 1.752668], train_loss=[2.4807582 1.7662932], train_acc=[0.168975   0.38276667], test_loss=[2.4713848 1.7552708], test_acc=[0.17495 0.38455]
4/100: weights=[0.21360117 1.7863988 ], train_loss=[2.3472335 1.4076774], train_acc=[0.247775   0.51325833], test_loss=[2.3422024 1.3868401], test_acc=[0.2508  0.51925]
6/100: weights=[0.10411707 1.895883  ], train_loss=[2.096177  1.2302853], train_acc=[0.30700833 0.57355833], test_loss=[2.090897  1.2084417], test_acc=[0.3122 0.5782]
8/100: weights=[0.36529058 1.6347094 ], train_loss=[1.9056516 1.1166189], train_acc=[0.360175   0.61354167], test_loss=[1.8991596 1.0956627], test_acc=[0.3662 0.6208]
10/100: weights=[0.18535177 1.8146483 ], train_loss=[1.7483027 1.0389665], train_acc=[0.40545833 0.64208333], test_loss=[1.7386581 1.0229309], test_acc=[0.41265 0.6476 ]
12/100: weights=[0.19458053 1.8054194 ], train_loss=[1.5788934  0.97847044], train_acc=[0.46170833 0.66488333], test_loss=[1.566662   0.96016747], test_acc=[0.46685 0.6693 ]
14/100: weights=[0.1906377 1.8093623], train_loss=[1.4657584 0.9192919], train_acc=[0.50023333 0.68615833], test_loss=[1.450928  0.9017408], test_acc=[0.5047 0.6913]
16/100: weights=[0.0746204 1.9253796], train_loss=[1.3496734 0.8805545], train_acc=[0.54101667 0.70086667], test_loss=[1.3328043  0.86832225], test_acc=[0.545   0.70125]
18/100: weights=[0.03307292 1.966927  ], train_loss=[1.2527949  0.83722085], train_acc=[0.574425   0.71599167], test_loss=[1.2352605  0.82408875], test_acc=[0.5788  0.71855]
20/100: weights=[0.18962793 1.8103721 ], train_loss=[1.1719246 0.8026779], train_acc=[0.60193333 0.728725  ], test_loss=[1.1526293 0.7926281], test_acc=[0.60725 0.7307 ]
22/100: weights=[0.54029775 1.4597023 ], train_loss=[1.1072387  0.77134174], train_acc=[0.62598333 0.73915833], test_loss=[1.0862083  0.76067317], test_acc=[0.6302 0.7424]
24/100: weights=[0.15948427 1.8405157 ], train_loss=[1.0537915 0.743496 ], train_acc=[0.64546667 0.74985   ], test_loss=[1.031548  0.7353819], test_acc=[0.65035 0.7526 ]
26/100: weights=[0.05941237 1.9405876 ], train_loss=[1.0118808  0.71509844], train_acc=[0.66021667 0.75966667], test_loss=[0.9893054 0.7056655], test_acc=[0.6665 0.7626]
28/100: weights=[0.2177904 1.7822096], train_loss=[0.96736187 0.6998822 ], train_acc=[0.67693333 0.763525  ], test_loss=[0.9450459 0.692613 ], test_acc=[0.68525 0.76465]
30/100: weights=[0.02558266 1.9744173 ], train_loss=[0.93095237 0.6853538 ], train_acc=[0.68944167 0.7686    ], test_loss=[0.9066475  0.68051463], test_acc=[0.69665 0.77075]
32/100: weights=[0.07135287 1.9286472 ], train_loss=[0.90143466 0.66144556], train_acc=[0.69891667 0.77835833], test_loss=[0.8771516 0.6548179], test_acc=[0.7047  0.77925]
34/100: weights=[0.21893288 1.7810671 ], train_loss=[0.8749623 0.6686943], train_acc=[0.70978333 0.77213333], test_loss=[0.8513856  0.66513085], test_acc=[0.71425 0.7742 ]
36/100: weights=[0.22420669 1.7757933 ], train_loss=[0.8501726 0.6267635], train_acc=[0.718275   0.78953333], test_loss=[0.8258906 0.6206958], test_acc=[0.72525 0.7909 ]
38/100: weights=[0.002 1.998], train_loss=[0.8269225 0.6290933], train_acc=[0.727075   0.78915833], test_loss=[0.8036506  0.62046653], test_acc=[0.7335  0.79035]
40/100: weights=[0.26641452 1.7335855 ], train_loss=[0.8064188  0.60700345], train_acc=[0.73415833 0.7957    ], test_loss=[0.781611   0.60266715], test_acc=[0.7399 0.7969]
42/100: weights=[0.07384834 1.9261516 ], train_loss=[0.78595597 0.5920474 ], train_acc=[0.74186667 0.80191667], test_loss=[0.7622573  0.58948517], test_acc=[0.7485  0.80215]
44/100: weights=[0.10713417 1.8928658 ], train_loss=[0.7721732 0.5908515], train_acc=[0.74554167 0.799625  ], test_loss=[0.7486489  0.58591634], test_acc=[0.75145 0.8024 ]
46/100: weights=[0.2651377 1.7348623], train_loss=[0.7564697 0.5749756], train_acc=[0.751925 0.806675], test_loss=[0.7314262  0.56947905], test_acc=[0.7582  0.80655]
48/100: weights=[0.23979758 1.7602024 ], train_loss=[0.741216  0.5660485], train_acc=[0.757      0.81033333], test_loss=[0.71750706 0.5624865 ], test_acc=[0.76345 0.81285]
50/100: weights=[0.2629077 1.7370923], train_loss=[0.73009837 0.5544023 ], train_acc=[0.76025    0.81495833], test_loss=[0.7068915  0.54945964], test_acc=[0.7667  0.81665]
52/100: weights=[0.4269352 1.5730648], train_loss=[0.7160136 0.545254 ], train_acc=[0.76536667 0.81770833], test_loss=[0.6934163  0.54227126], test_acc=[0.7713 0.8192]
54/100: weights=[0.30483738 1.6951627 ], train_loss=[0.7047968 0.5386938], train_acc=[0.76905    0.81989167], test_loss=[0.68216485 0.5355087 ], test_acc=[0.77525 0.82095]
56/100: weights=[0.3352643 1.6647357], train_loss=[0.6973284 0.5445667], train_acc=[0.773325   0.81715833], test_loss=[0.675262   0.54387426], test_acc=[0.7785 0.8184]
